"","V1","V2","V3","year","hr","uhr","presc_rate","population","white_pop","black_pop","other_pop","income","rural_urban","deaths"
"1","Jefferson County","AL",1073,"2013",66.6587708669284,12.1473842126521,136.7,658578,355937,282817,19824,45429,"1",38
"2","Mobile County","AL",1097,"2013",15.4632699017116,2.89936310657092,164.2,413884,249299,146421,18164,43028,"2",16
"3","Anchorage Municipality","AK",2020,"2013",25.5692478324251,6.97343122702503,68.6,301143,200736,18269,82138,77454,"2",17
"4","Maricopa County","AZ",4013,"2013",14.5342351040918,3.09132959332313,78.5,4011219,3397656,226802,386761,53596,"1",158
"5","Mohave County","AZ",4015,"2013",9.37706665613803,1.48058947202179,140.5,202622,187317,2436,12869,39200,"2",29
"6","Pima County","AZ",4019,"2013",15.2513359969658,3.41148305195287,86.4,996634,854825,40026,101783,45841,"2",78
"7","Pinal County","AZ",4021,"2013",2.59755102888996,0.519510205777992,64.1,384978,320805,18401,45772,50027,"1",14
"8","Alameda County","CA",6001,"2013",10.0554885892339,1.58105166497389,39.4,1581226,821194,196586,563446,72112,"1",28
"9","Contra Costa County","CA",6013,"2013",11.7912671498953,2.19372412091076,55.5,1094030,743000,105090,245940,78756,"1",32
"10","Fresno County","CA",6019,"2013",9.5411643575651,2.9357428792508,68.1,953762,739461,55931,158370,45563,"2",28
"11","Humboldt County","CA",6023,"2013",8.91828620266805,1.48638103377801,128.1,134555,113407,1710,19438,41426,"8",11
"12","Kern County","CA",6029,"2013",4.97423807397502,1.27247950729593,65.8,864454,717554,54009,92891,48552,"2",29
"13","Lake County","CA",6033,"2013",301.053687907677,48.607626693427,171.2,63776,56098,1248,6430,36548,"5",16
"14","Los Angeles County","CA",6037,"2013",7.04911897994256,1.58754945865562,40.3,10015436,7160646,924327,1930463,55909,"1",223
"15","Monterey County","CA",6053,"2013",7.94273753457427,0.700829782462436,62.9,428064,354032,15290,58742,59168,"2",21
"16","Orange County","CA",6059,"2013",15.9996093268084,2.85936793189949,48.7,3112576,2306305,63321,742950,75422,"1",55
"17","Riverside County","CA",6065,"2013",6.24058457257669,0.829168579573127,56.6,2291452,1851011,160452,279989,56529,"1",97
"18","Sacramento County","CA",6067,"2013",13.4929381249473,2.80817493970985,63.6,1460023,949433,158602,351988,55064,"1",62
"19","San Bernardino County","CA",6071,"2013",6.4656875540304,0.86209167387072,57.6,2087945,1620360,199375,268210,54090,"1",34
"20","San Diego County","CA",6073,"2013",10.8749047280668,2.95175985476099,47.8,3218419,2465740,178356,574323,62962,"1",105
"21","San Francisco County","CA",6075,"2013",15.3703174149271,3.33619292727099,42.4,839280,455876,49523,333881,75604,"1",24
"22","San Joaquin County","CA",6077,"2013",7.39408331141177,2.55949037702715,70.2,703265,481812,56470,164983,53380,"2",18
"23","San Luis Obispo County","CA",6079,"2013",13.0344580380968,3.62068278836023,87.2,276191,246641,5995,23555,58697,"2",19
"24","San Mateo County","CA",6081,"2013",11.7497516529764,3.33799762868648,38.6,748952,473389,22181,253382,88202,"1",16
"25","Santa Barbara County","CA",6083,"2013",13.079394217531,2.29463056447912,64.8,435800,375572,10414,49814,62779,"2",14
"26","Santa Clara County","CA",6085,"2013",10.8732855158731,3.2137789702088,30.2,1866961,1063240,53551,750170,91702,"1",25
"27","Santa Cruz County","CA",6087,"2013",11.1545726311406,4.46182905245624,74.5,268948,236575,3725,28648,66519,"2",14
"28","Shasta County","CA",6089,"2013",18.4293708324491,5.02619204521339,160.2,179062,159045,1741,18276,44651,"2",11
"29","Solano County","CA",6095,"2013",9.19872067023294,2.35864632570075,56.5,423972,257432,63348,103192,67177,"2",12
"30","Stanislaus County","CA",6099,"2013",9.14731754912872,1.52455292485479,106.2,524744,443421,16899,64424,49297,"2",16
"31","Tulare County","CA",6107,"2013",4.85271994953171,1.10289089762084,84.3,453354,401346,9747,42261,42708,"2",12
"32","Ventura County","CA",6111,"2013",8.45743527679637,1.07206926043898,62.3,839498,714483,18555,106460,76544,"2",25
"33","Adams County","CO",8001,"2013",27.0151263435771,7.8705486197823,60.3,470107,410032,16899,43176,56270,"1",39
"34","Arapahoe County","CO",8005,"2013",21.06441101932,5.75979988809532,66.1,607660,477792,65825,64043,60651,"1",13
"35","Boulder County","CO",8013,"2013",24.171170561448,5.80108093474751,57.1,310287,282700,3258,24329,67956,"2",28
"36","Denver County","CO",8031,"2013",21.6238591483598,6.48715774450793,49,647433,522675,66882,57876,50313,"1",33
"37","Douglas County","CO",8035,"2013",72.1180517030955,12.7267150064286,57.5,306442,280998,3935,21509,101591,"1",15
"38","El Paso County","CO",8041,"2013",21.0689274541865,2.29010081023767,75.7,654993,550849,44055,60089,57125,"2",45
"39","Jefferson County","CO",8059,"2013",79.5416660627056,14.4950644305614,85.2,551912,510177,6744,34991,68984,"1",26
"40","Larimer County","CO",8069,"2013",20.2144628164432,4.10606275959003,80.6,316605,295673,3137,17795,58626,"2",20
"41","Pueblo County","CO",8101,"2013",19.2782472963813,3.73127367026735,130,160803,146120,3849,10834,41777,"2",26
"42","Weld County","CO",8123,"2013",10.363384681437,1.48048352591957,72.9,270182,252514,3554,14114,57180,"2",10
"43","Fairfield County","CT",9001,"2013",14.7774714789485,2.97675684468027,52.4,940621,754259,113491,72871,82283,"2",63
"44","Hartford County","CT",9003,"2013",17.5998092982689,4.12147432934144,67.7,897737,693338,134645,69754,64967,"1",92
"45","Litchfield County","CT",9005,"2013",5.88991218676376,0,70.3,186760,176810,3233,6717,71338,"3",20
"46","Middlesex County","CT",9007,"2013",187.024494761498,49.6310956972261,74,165219,148375,8616,8228,76994,"1",13
"47","New Haven County","CT",9009,"2013",16.5756359016682,3.94106028431273,77.5,862712,683177,121244,58291,61996,"2",98
"48","New London County","CT",9011,"2013",10.9727327590937,2.92606206909164,80.6,273405,230323,18255,24827,66583,"2",36
"49","Windham County","CT",9015,"2013",7.64863854233946,0,82.6,117668,109470,3318,4880,59333,"2",10
"50","Kent County","DE",10001,"2013",146.93993166408,34.2269720342034,91.7,169457,116116,42551,10790,55149,"2",18
"51","New Castle County","DE",10003,"2013",22.9290600359222,5.4593000085529,83.3,549521,370591,136133,42797,64537,"1",33
"52","Sussex County","DE",10005,"2013",16.9559677739721,3.39119355479442,118.5,206417,170331,26692,9394,52710,"2",22
"53","District of Columbia","DC",11001,"2013",13.7099196660325,3.08088082382753,41.1,649165,281240,321238,46687,65830,"1",51
"54","Brevard County","FL",12009,"2013",13.0600635952541,2.72084658234461,98.6,551299,463445,58142,29712,48039,"2",16
"55","Broward County","FL",12011,"2013",8.47802588080439,1.57604327271364,55.8,1840051,1197224,530411,112416,51251,"1",50
"56","Citrus County","FL",12017,"2013",7.91008391879939,0,109.4,139063,130164,4091,4808,39100,"2",10
"57","Clay County","FL",12019,"2013",35.6640648882186,7.64229961890399,100,196276,162801,20557,12918,59482,"1",16
"58","Duval County","FL",12031,"2013",15.3347773582012,1.35306859042952,98.2,886873,550465,267121,69287,48323,"1",57
"59","Hernando County","FL",12053,"2013",7.47044862917268,2.29859957820698,107.2,174019,158387,9522,6110,41024,"1",15
"60","Hillsborough County","FL",12057,"2013",16.1615974153817,3.86641086492384,77,1293189,977107,225205,90877,49596,"1",46
"61","Lee County","FL",12071,"2013",14.0890945863033,1.51495640712938,70.1,660085,576231,59247,24607,47439,"2",17
"62","Manatee County","FL",12081,"2013",8.47343723520509,1.4609374543457,84.9,342246,296345,31861,14040,47876,"2",21
"63","Marion County","FL",12083,"2013",103.037522334723,22.0369267421084,90.9,335800,278815,44111,12874,39453,"2",12
"64","Martin County","FL",12085,"2013",13.8854909843491,1.98364156919272,79.8,151237,136823,8800,5614,49846,"2",10
"65","Miami-Dade County","FL",12086,"2013",3.18028465819323,0.530047443032205,34.1,2641273,2055662,503273,82338,43100,"1",32
"66","Orange County","FL",12095,"2013",40.6409187132661,7.26313607526241,54.2,1225366,846181,273635,105550,47581,"1",64
"67","Osceola County","FL",12097,"2013",6.33709334204962,0.333531228528927,68.5,299822,240645,39606,19571,43891,"1",17
"68","Palm Beach County","FL",12099,"2013",8.21448380692619,1.59928003320687,63.9,1375619,1049296,258536,67787,52432,"1",62
"69","Pasco County","FL",12101,"2013",9.03970955202984,1.47158062474904,95.5,475679,428023,25044,22612,43888,"1",38
"70","Pinellas County","FL",12103,"2013",11.947238411986,1.93739001275448,90.9,929085,774992,100687,53406,45535,"1",57
"71","Polk County","FL",12105,"2013",26.8205879329839,6.10288827217597,76.7,622656,497448,97440,27768,43113,"2",17
"72","Sarasota County","FL",12115,"2013",14.8751894663141,1.5388127034118,88.5,389911,358010,19166,12735,49052,"2",16
"73","Seminole County","FL",12117,"2013",7.3308408474452,1.8327102118613,64.5,436512,353683,52263,30566,58175,"1",17
"74","Volusia County","FL",12127,"2013",9.77493706137464,1.79539660310963,89.7,501282,425183,55277,20822,42457,"2",22
"75","Cobb County","GA",13067,"2013",9.2066516663342,0.976463055520294,68.7,716873,468618,192319,55936,63920,"1",13
"76","DeKalb County","GA",13089,"2013",11.4683069142702,2.79714802787078,48.9,715014,259274,394297,61443,50856,"1",14
"77","Fulton County","GA",13121,"2013",14.44582459717,2.13635434183501,53.8,982983,458626,438626,85731,56857,"1",30
"78","Gwinnett County","GA",13135,"2013",7.00628463731968,0.817399874353962,52.1,856374,505354,225748,125272,60445,"1",22
"79","Honolulu County","HI",15003,"2013",7.31164887837275,1.52326018299432,39,984730,220121,24986,739623,72764,"2",27
"80","Ada County","ID",16001,"2013",27.8727560629252,5.52649473661447,83.1,416177,385484,4985,25708,55210,"2",14
"81","Champaign County","IL",17019,"2013",18.5036398607358,2.43468945535997,72.2,205365,152196,26355,26814,45808,"2",13
"82","Cook County","IL",17031,"2013",9.98037701398951,2.08004033369953,46.2,5240283,3449265,1291605,499413,54548,"1",417
"83","DuPage County","IL",17043,"2013",16.213964196131,3.00656289729581,52.7,931296,760170,46967,124159,78487,"1",51
"84","Kane County","IL",17089,"2013",8.40352183960733,1.90989132718348,46.6,523590,457033,31371,35186,69530,"1",21
"85","Kankakee County","IL",17091,"2013",13.365767596033,1.78210234613774,89.1,112227,91182,17340,3705,50102,"2",15
"86","Lake County","IL",17097,"2013",27.2955640443496,4.40709627799395,59.1,703411,581792,52038,69581,77469,"1",34
"87","LaSalle County","IL",17099,"2013",7.09931047946968,1.77482761986742,93.5,112687,107142,2849,2696,52640,"3",20
"88","McHenry County","IL",17111,"2013",7.16743119266055,1.30316930775646,73.4,306944,288700,4089,14155,76145,"1",16
"89","Madison County","IL",17119,"2013",54.2571263929114,8.60630280715146,121.9,267246,237238,21777,8231,53633,"1",32
"90","Peoria County","IL",17143,"2013",30.2584710447666,7.96275553809648,89.7,188377,141151,34121,13105,50712,"2",16
"91","St. Clair County","IL",17163,"2013",17.6157297222337,2.62361932033267,82.5,266807,175112,81159,10536,50578,"1",20
"92","Sangamon County","IL",17167,"2013",32.667748890553,8.04129203459766,113.5,198973,165792,24528,8653,55449,"2",11
"93","Will County","IL",17197,"2013",7.16925588976318,1.46311344689044,59.8,683474,553879,79407,50188,76147,"1",46
"94","Winnebago County","IL",17201,"2013",31.9732662238541,9.62635972331092,108.9,290868,237343,37100,16425,47072,"2",54
"95","Hendricks County","IN",18063,"2013",11.7199708302948,3.25554745285967,89.8,153584,138035,8830,6719,68297,"1",11
"96","Lake County","IN",18089,"2013",39.0756969516886,6.30909690365805,95.6,491354,347470,125618,18266,49035,"1",37
"97","Marion County","IN",18097,"2013",37.2635621596065,7.96966358326845,95.7,928521,616734,258039,53748,42334,"1",42
"98","Porter County","IN",18127,"2013",6.60454392622124,1.80123925260579,105.7,166552,155257,5847,5448,62794,"1",25
"99","St. Joseph County","IN",18141,"2013",16.4811291071723,1.87285558036049,97.3,266972,217370,35006,14596,44582,"2",19
"100","Polk County","IA",19153,"2013",36.9910136202241,8.41711687166776,96.9,451461,391704,29404,30353,59018,"2",20
"101","Scott County","IA",19163,"2013",28.1440742065423,8.79502318954448,82.7,170551,148183,12686,9682,52735,"2",12
"102","Johnson County","KS",20091,"2013",26.1302664404398,5.12011977549158,73.8,566393,497684,27292,41417,74717,"1",19
"103","Sedgwick County","KS",20173,"2013",24.3015286254226,5.13690848992672,114.9,506141,411532,47692,46917,49865,"2",21
"104","Boone County","KY",21015,"2013",72.5818158357393,16.1292924079421,106.3,123998,114739,3617,5642,67225,"1",26
"105","Campbell County","KY",21037,"2013",11.0043687343876,2.20087374687751,98.2,90873,85732,2593,2548,54306,"1",16
"106","Daviess County","KY",21059,"2013",25.4295043281016,5.08590086562033,123.2,98311,90459,4769,3083,46555,"2",10
"107","Fayette County","KY",21067,"2013",41.8150994648316,6.80710921520514,75,308501,242201,46385,19915,48398,"2",23
"108","Jefferson County","KY",21111,"2013",57.9373511148651,10.558059428677,96.8,757715,557283,162637,37795,46959,"1",58
"109","Kenton County","KY",21117,"2013",15.9589486735658,1.84141715464221,81.3,162918,149345,7893,5680,54270,"1",38
"110","East Baton Rouge Parish","LA",22033,"2013",14.8472421247753,1.34974928407048,113.9,444527,218096,205264,21167,48506,"2",17
"111","Jefferson Parish","LA",22051,"2013",14.260413551993,1.61004669135405,123.6,434770,289700,117251,27819,48261,"1",51
"112","Orleans Parish","LA",22071,"2013",12.6687182952128,0.791794893450801,73.1,378886,131008,229897,17981,37146,"1",44
"113","St. Tammany Parish","LA",22103,"2013",14.0248404674397,1.23748592359762,127.3,242427,204732,28721,8974,60799,"1",11
"114","Cumberland County","ME",23005,"2013",67.1037731892466,11.5334610169018,74.4,286124,265536,8135,12453,57461,"2",12
"115","York County","ME",23031,"2013",41.6161089439536,11.5321747676016,82.3,199442,191975,1436,6031,57348,"2",12
"116","Anne Arundel County","MD",24003,"2013",11.8727030367136,2.33856271935269,78.6,555897,426308,90421,39168,87430,"1",60
"117","Baltimore County","MD",24005,"2013",14.697040550471,2.91511548108515,84.5,823295,527562,225624,70109,66486,"1",107
"118","Calvert County","MD",24009,"2013",13.2630392254385,2.21050653757308,104.5,90477,74271,11878,4328,95477,"1",10
"119","Carroll County","MD",24013,"2013",22.0927177625451,5.37390432061907,82.3,167476,156017,5696,5763,84790,"1",23
"120","Cecil County","MD",24015,"2013",6.86833403651991,2.94357172993711,87.1,101917,91519,6491,3907,66689,"1",20
"121","Charles County","MD",24017,"2013",9.16104462083091,0,88.6,152821,75014,66000,11807,93160,"1",10
"122","Frederick County","MD",24021,"2013",18.2436354589933,1.24388423584045,84.2,241180,200799,22190,18191,84570,"1",29
"123","Harford County","MD",24025,"2013",8.426628144938,1.60507202760724,88.4,249210,202274,32771,14165,80622,"1",38
"124","Howard County","MD",24027,"2013",12.149710705537,1.97022335765465,39.2,304534,186985,55663,61886,109865,"1",17
"125","Montgomery County","MD",24031,"2013",46.474656573904,9.92376387730298,40.3,1017759,636785,190172,190802,98221,"1",31
"126","Prince George's County","MD",24033,"2013",4.93659836957619,0.336586252471104,46.5,891302,233699,583986,73617,73623,"1",28
"127","Washington County","MD",24043,"2013",239.082245631894,47.5485698595643,124.8,149321,126701,15829,6791,55609,"2",25
"128","Wicomico County","MD",24045,"2013",19.8129656046917,0,96.1,100944,69408,25648,5888,51092,"2",11
"129","Baltimore city","MD",24510,"2013",33.5549996949545,8.66971283984472,68.5,622858,194369,397157,31332,41385,"1",148
"130","Barnstable County","MA",25001,"2013",13.0327121073895,1.39636201150602,82.4,214844,201320,5385,8139,60526,"2",28
"131","Berkshire County","MA",25003,"2013",17.0003631895772,5.40920646941094,85.1,129409,120459,4005,4945,48450,"2",16
"132","Bristol County","MA",25005,"2013",12.123690596178,2.35235787687035,91.2,552637,501457,24703,26477,55298,"1",92
"133","Essex County","MA",25009,"2013",22.6401563086861,6.67426573261845,62.3,764129,665142,47101,51886,67311,"1",64
"134","Hampden County","MA",25013,"2013",22.0459497523576,6.20711206619778,89,467206,391526,49269,26411,49094,"2",55
"135","Hampshire County","MA",25015,"2013",8.08201378915891,1.86508010519052,72.7,160851,143303,4824,12724,61227,"2",23
"136","Middlesex County","MA",25017,"2013",19.8464182674398,5.26668704831736,45.9,1556956,1267302,84932,204722,82090,"1",99
"137","Norfolk County","MA",25021,"2013",11.7604526467552,2.75862469491789,54.6,688749,561745,45784,81220,84916,"1",51
"138","Plymouth County","MA",25023,"2013",8.1465423888444,1.78826540242926,70.3,503281,436159,49174,17948,75092,"1",54
"139","Suffolk County","MA",25025,"2013",56.2086168994432,13.5585188305448,45.1,759670,474995,189617,95058,53540,"1",72
"140","Worcester County","MA",25027,"2013",17.0322007331252,4.56660454438863,70.6,810230,712217,41800,56213,65223,"2",86
"141","Genesee County","MI",26049,"2013",22.3798167742743,6.73800935139441,134.2,415553,312491,86304,16758,42089,"2",18
"142","Kent County","MI",26081,"2013",39.953403741179,9.3064153292706,88.2,623226,520027,64757,38442,51667,"2",43
"143","Macomb County","MI",26099,"2013",12.5016795480701,2.45360065896703,110.8,855885,716127,89268,50490,53451,"1",94
"144","Monroe County","MI",26115,"2013",115.827031632762,21.9671956544893,111.7,150224,142891,3392,3941,53972,"2",22
"145","Oakland County","MI",26125,"2013",20.8612870521216,5.11385635908038,82.7,1231947,946802,177067,108078,65594,"1",21
"146","Ottawa County","MI",26139,"2013",5.84942840116842,0.731178550146053,67.3,273531,254747,4768,14016,56453,"2",11
"147","St. Clair County","MI",26147,"2013",29.3372283185399,4.36937443042083,112.9,160206,151372,3997,4837,48066,"1",13
"148","Washtenaw County","MI",26161,"2013",41.1762880986426,9.58899859831403,57.4,354573,265645,45535,43393,59055,"2",31
"149","Wayne County","MI",26163,"2013",12.904149219299,2.59209984317796,104.6,1774623,969460,705353,99810,41184,"1",203
"150","Anoka County","MN",27003,"2013",14.1631775088741,1.77039718860926,62.4,338907,296143,17088,25676,70380,"1",21
"151","Dakota County","MN",27037,"2013",8.08128301387777,1.71421154839831,61.3,408351,353909,22238,32204,73732,"1",15
"152","Hennepin County","MN",27053,"2013",22.1922061972987,5.4229075294151,49.8,1198619,913368,150606,134645,64403,"1",66
"153","Ramsey County","MN",27123,"2013",19.3409660622931,3.03387702937931,50.8,527378,371824,61374,94180,54247,"1",24
"154","Franklin County","MO",29071,"2013",335.191137585641,61.9268084102504,106.3,101733,98679,905,2149,48857,"1",13
"155","Greene County","MO",29077,"2013",30.9846062842415,8.80244496711406,139.2,284012,260160,8830,15022,40337,"2",16
"156","Jackson County","MO",29095,"2013",36.1915326525598,6.91464241735899,92.3,679717,478999,163751,36967,47015,"1",36
"157","Jefferson County","MO",29099,"2013",198.384006362749,36.1519829362641,94.8,221288,213867,2162,5259,54845,"1",46
"158","St. Charles County","MO",29183,"2013",8.55166810976066,2.67239628430021,85.5,374196,340298,16897,17001,71077,"1",33
"159","St. Francois County","MO",29187,"2013",10.5693880324329,4.52973772818554,215.1,66229,61888,3046,1295,37238,"3",15
"160","St. Louis County","MO",29189,"2013",23.9813425155229,5.59564658695535,78.1,1000778,702398,238519,59861,58910,"1",133
"161","St. Louis city","MO",29510,"2013",36.1695502709571,7.86294571107763,64.7,317947,145264,154562,18121,34582,"1",81
"162","Missoula County","MT",30063,"2013",26.8559714252464,3.58079619003285,98.7,111707,103403,610,7694,46117,"2",10
"163","Clark County","NV",32003,"2013",12.3450937634562,2.22211687742211,86.6,2025096,1471628,233124,320344,52873,"1",138
"164","Washoe County","NV",32031,"2013",18.7111483794067,3.92703114135695,100.3,432897,370800,11261,50836,53040,"2",38
"165","Cheshire County","NH",33005,"2013",13.0551711532938,5.22206846131753,84.4,76598,73640,541,2417,55155,"5",11
"166","Hillsborough County","NH",33011,"2013",51.8214367183393,12.3974728991242,72,403308,369749,10128,23431,69829,"2",27
"167","Merrimack County","NH",33013,"2013",16.2995863979951,4.75404603274859,90.4,147243,140222,1896,5125,65353,"3",14
"168","Rockingham County","NH",33015,"2013",14.7302029420233,3.34777339591438,76.3,298706,286004,2523,10179,77348,"1",24
"169","Atlantic County","NJ",34001,"2013",15.9545151277812,2.17561569924289,86.7,275784,196759,47652,31373,54235,"2",26
"170","Bergen County","NJ",34003,"2013",11.1291554699799,1.94490095591882,45.5,925497,695113,62332,168052,83794,"1",48
"171","Cape May County","NJ",34009,"2013",6.25860558267618,1.04310093044603,98.6,95868,88116,4745,3007,56494,"2",18
"172","Cumberland County","NJ",34011,"2013",122.868990938412,21.1181078175395,105.4,156264,113402,33799,9063,50750,"2",10
"173","Essex County","NJ",34013,"2013",21.9000370908143,6.45608029844813,42,789953,392573,334185,63195,55095,"1",51
"174","Hudson County","NJ",34017,"2013",5.57092159605398,1.053958139794,37,664163,437783,100175,126205,58442,"1",28
"175","Mercer County","NJ",34021,"2013",22.3414965034212,5.11431847668678,59.8,371506,244335,78806,48365,73480,"2",17
"176","Middlesex County","NJ",34023,"2013",37.2866875665187,9.89484912768458,47.7,828714,519901,91410,217403,79596,"1",35
"177","Monmouth County","NJ",34025,"2013",13.6836779180443,2.38668800896122,63.5,628486,534329,47934,46223,84526,"1",40
"178","Morris County","NJ",34027,"2013",12.8373309584271,3.00874944338135,47.2,498546,422223,17323,59000,98633,"1",19
"179","Ocean County","NJ",34029,"2013",7.54745462092909,0.686132238266281,77.8,582978,543207,19899,19872,61136,"1",37
"180","Passaic County","NJ",34031,"2013",7.89903454050329,1.18485518107549,49.3,506391,382758,75133,48500,57654,"1",31
"181","Somerset County","NJ",34035,"2013",14.5031755911555,3.62579389778887,40,330962,238329,32075,60558,99020,"1",16
"182","Union County","NJ",34039,"2013",18.7917797822343,4.01377820591412,46,548112,376440,128705,42967,68507,"1",15
"183","Bernalillo County","NM",35001,"2013",16.3093437713133,3.26186875426267,74,674460,574184,22592,77684,48801,"2",50
"184","Dona Ana County","NM",35013,"2013",7.020795596557,1.4041591193114,52.7,213651,197347,4601,11703,37933,"2",13
"185","Rio Arriba County","NM",35039,"2013",4.99276049727895,0,93.4,40058,31306,348,8404,40250,"5",13
"186","Santa Fe County","NM",35049,"2013",14.3096610654565,2.72564972675361,94.8,146754,134010,1592,11152,52917,"2",20
"187","Valencia County","NM",35061,"2013",0,0,84.9,76288,68621,1229,6438,42506,"2",10
"188","Albany County","NY",36001,"2013",27.6426360017691,6.50414964747509,54.6,307496,239813,41634,26049,59394,"2",21
"189","Bronx County","NY",36005,"2013",3.29466194665452,0.49069433248046,34.9,1426550,646167,624576,155807,34388,"1",76
"190","Broome County","NY",36007,"2013",13.1068205877905,1.51232545243736,77.2,198370,174202,10654,13514,45958,"2",17
"191","Chautauqua County","NY",36013,"2013",6.7666629074095,0,88.5,133005,125143,3559,4303,42429,"3",10
"192","Dutchess County","NY",36027,"2013",12.4701726950402,1.68515847230274,62.4,296708,244536,32435,19737,72525,"1",34
"193","Erie County","NY",36029,"2013",22.9897522095104,4.77145800574744,76.8,922150,742769,127832,51549,50653,"1",84
"194","Kings County","NY",36047,"2013",2.77419871893668,0.385305377630095,26.2,2595344,1282302,919763,393279,46085,"1",82
"195","Monroe County","NY",36055,"2013",23.1886530191226,4.39784798638533,56.1,750367,582303,120234,47830,52394,"1",55
"196","Nassau County","NY",36059,"2013",10.9284936843644,2.06755285920408,46.6,1354258,1039522,166976,147760,97690,"1",70
"197","New York County","NY",36061,"2013",18.2157964688341,3.98662212280881,45,1630453,1061644,298308,270501,69659,"1",62
"198","Niagara County","NY",36063,"2013",2.80024455469111,0.466707425781852,84.7,214267,189840,14958,9469,47955,"1",19
"199","Onondaga County","NY",36067,"2013",17.6848600552279,2.76991783997545,49.5,469328,380810,54336,34182,54242,"2",16
"200","Orange County","NY",36071,"2013",132.815583695154,23.7361183712222,67.1,374956,308603,43046,23307,70458,"1",25
"201","Queens County","NY",36081,"2013",2.74199403028728,0.913998010095761,26.9,2297598,1136562,479615,681421,57001,"1",55
"202","Richmond County","NY",36085,"2013",16.9306794493297,2.75123541051607,51.7,472515,367056,55108,50351,72569,"1",20
"203","Rockland County","NY",36087,"2013",8.42904461462096,2.18530786304988,37.9,320321,250081,41604,28636,84951,"1",13
"204","Suffolk County","NY",36103,"2013",28.4519475258133,6.86311614791281,59.1,1500776,1283906,123317,93553,87763,"1",138
"205","Ulster County","NY",36111,"2013",3.8676811041677,1.65757761607187,71.4,180987,159949,12220,8818,58590,"2",18
"206","Westchester County","NY",36119,"2013",8.37315751769992,1.03372315033332,39.7,967377,723881,154206,89290,81946,"1",32
"207","Brunswick County","NC",37019,"2013",5.20440292487444,0,124.8,115287,98568,12940,3779,46438,"2",19
"208","Buncombe County","NC",37021,"2013",34.7502828511395,5.25294973331178,99,247480,222012,16088,9380,44713,"2",12
"209","Burke County","NC",37023,"2013",4.48103960118748,0,167,89265,77426,5824,6015,37263,"2",19
"210","Cabarrus County","NC",37025,"2013",14.4158382009034,2.13567973346717,113.3,187294,146436,31079,9779,53551,"1",16
"211","Catawba County","NC",37035,"2013",21.9069341889924,1.93296478138168,149.2,155202,131874,13702,9626,44332,"2",18
"212","Craven County","NC",37049,"2013",17.2372516159923,1.9152501795547,161,104425,75507,22797,6121,47141,"2",10
"213","Cumberland County","NC",37051,"2013",58.7738309517687,10.1017521948352,100.7,326676,174296,122822,29558,45231,"2",17
"214","Davidson County","NC",37057,"2013",121.53636624587,15.2683877193304,91.8,163737,142714,15217,5806,43083,"2",24
"215","Durham County","NC",37063,"2013",29.461512866016,5.89230257320319,60.5,288512,152443,112336,23733,51853,"2",17
"216","Forsyth County","NC",37067,"2013",29.3588958839382,6.09335574949661,98,361049,244211,98192,18646,45724,"2",21
"217","Gaston County","NC",37071,"2013",11.9397852749016,1.43277423298819,144.6,209384,168575,33046,7763,42017,"1",32
"218","Guilford County","NC",37081,"2013",14.4042747151703,1.57855065371729,90.2,506794,297552,171466,37776,45431,"2",15
"219","Henderson County","NC",37089,"2013",22.8793161829979,3.66069058927967,97.8,109269,101863,3475,3931,44815,"2",13
"220","Iredell County","NC",37097,"2013",13.9553791919229,1.82026685112037,119,164811,137112,19952,7747,50329,"1",16
"221","Johnston County","NC",37101,"2013",3.93858064806531,0.562654378295045,75,177729,143265,28252,6212,49711,"1",13
"222","Lincoln County","NC",37109,"2013",34.1387550733983,6.32199168025895,132.5,79089,72624,4572,1893,48940,"1",11
"223","Mecklenburg County","NC",37119,"2013",19.065449974882,2.11838333054245,65.7,991322,588130,319485,83707,55444,"1",38
"224","New Hanover County","NC",37129,"2013",21.1083279389829,1.40722186259886,118.9,213186,173135,31304,8747,49835,"2",25
"225","Randolph County","NC",37151,"2013",4.92001461947201,0,81.9,142276,128033,8838,5405,41208,"2",20
"226","Rowan County","NC",37159,"2013",10.8596498848877,0.723976658992514,100.3,138126,110973,22706,4447,41495,"1",15
"227","Union County","NC",37179,"2013",48.4594140645216,10.3505544603833,78.1,212549,177432,25798,9319,65892,"1",13
"228","Wake County","NC",37183,"2013",11.2945621816987,1.95087892229341,64,973920,673894,209066,90960,66006,"1",40
"229","Wilkes County","NC",37193,"2013",8.68646214874119,1.44774369145686,105.4,69073,64608,3023,1442,33159,"3",15
"230","Allen County","OH",39003,"2013",106.535779851421,19.9754587221414,113.8,105129,88209,12931,3989,42823,"2",11
"231","Butler County","OH",39017,"2013",15.8990223448633,1.88632468498378,95.4,371092,322224,29408,19460,56610,"1",61
"232","Clark County","OH",39023,"2013",182.896941231555,32.9214494216799,114.6,136689,119400,12279,5010,43136,"2",16
"233","Clermont County","OH",39025,"2013",2.49802655901838,0,104.6,200158,191987,2600,5571,60365,"1",43
"234","Cuyahoga County","OH",39035,"2013",25.9630469851995,4.51187096998893,73.4,1263334,815051,383088,65195,43804,"1",131
"235","Fairfield County","OH",39045,"2013",93.3512424445937,18.8045668233714,87.9,148900,133533,10254,5113,58786,"1",10
